Id,Denumire,Categorie,Imagine,Clasa_Eenergetica,Pret,Url,Consum_energetic,UM
248,"Combina frigorifica LG GBB92MCACP, No Frost, 384 l, Clasa C, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144988_1.jpg,Clasa C,4799.99,https://www.flanco.ro/combina-frigorifica-lg-gbb92mcacp-no-frost-384-l-clasa-c.html,172,kWh/an
249,"Combina frigorifica Samsung RB36T600CSA/EF, 365 l, Clasa C, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144912_1.jpg,Clasa C,3099.99,https://www.flanco.ro/combina-frigorifica-samsung-rb36t600csa-ef-365-l-clasa-c-clasificare-energetica-veche-clasa-a.html,166,kWh/an
250,"Combina frigorifica LG GBB92STACP, No Frost, 384 l, Clasa C, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144990_1.jpg,Clasa C,3899.99,https://www.flanco.ro/combina-frigorifica-lg-gbb92stacp-no-frost-384-l-clasa-c.html,173,kWh/an
251,"Combina frigorifica Bosch KGV362LEA, Low Frost, 308 l, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/k/g/kgv362lea.jpg,Clasa E,2349.99,https://www.flanco.ro/combina-frigorifica-bosch-kgv362lea-low-frost-308-l-clasa-e.html,233,kWh/an
252,"Combina frigorifica Bosch KGE36ALCA, 308 l, Clasa C, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140316_1_1.jpg,Clasa C,3399.99,https://www.flanco.ro/combina-frigorifica-bosch-kge36alca-302-l-clasa-a.html,149,kWh/an
253,"Combina frigorifica Bosch KGV36VLEAS, 308 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143263_1.jpg,Clasa E,2899.99,https://www.flanco.ro/combina-frigorifica-bosch-kgv36vleas-308-l-clasa-a.html,233,kWh/an
254,"Combina frigorifica Samsung RB34T600CSA/EF, 340 l, Clasa C, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144911_1.jpg,Clasa C,2429.99,https://www.flanco.ro/combina-frigorifica-samsung-rb34t600csa-ef-365-l-clasa-c-clasificare-energetica-veche-clasa-a.html,163,kWh/an
255,"Combina frigorifica LG GBB72MCVGN, 384 l, NatureFRESH™, LINEARCooling™, DoorCooling+™, FRESHBalancer™, FRESHConverter™, SmartThinQ™, Usi reversibile, H 203 cm, Clasa D",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/g/b/gbb72mcvgn.jpg,Clasa D,2799.99,https://www.flanco.ro/combina-frigorifica-lg-gbb72mcvgn-384-l-naturefresh-linearcooling-doorcooling-freshbalancer-freshconverter-smartthinq-usi-reversibile-h-203cm-clasa-d.html,215,kWh/an
256,"Combina frigorifica Bosch KGE36AWCA, 308 l, Clasa C, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/k/g/kge36awca-1.jpg,Clasa C,3299.99,https://www.flanco.ro/combina-frigorifica-bosch-kge36awca-302-l-clasa-a.html,149,kWh/an
257,"Combina frigorifica Bosch KGN49XLEA, No Frost, 435 l, Clasa E, (Clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/k/g/kgn49xlea-1.jpg,Clasa E,4799.99,https://www.flanco.ro/combina-frigorifica-bosch-kgn49xlea-no-frost-435-l-clasa-a.html,303,kWh/an
258,"Combina frigorifica Beko RCNE560E40ZXBN, 514 l, Clasa E (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143192_1.jpg,Clasa E,5299.99,https://www.flanco.ro/combina-frigorifica-beko-rcne560e40zxbn-501-l-clasa-e.html,304,kWh/an
259,"Combina frigorifica Bosch KGV36VWEA, Low Frost, 308 l, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/k/g/kgv36vwea-1.jpg,Clasa E,2299.99,https://www.flanco.ro/combina-frigorifica-bosch-kgv36vwea-low-frost-308-l-clasa-e.html,233,kWh/an
260,"Combina frigorifica Whirlpool WB70I 931 X AQUA, No Frost, 439 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146760_2_1.jpg,Clasa F,3099.99,https://www.flanco.ro/combina-frigorifica-whirlpool-wb70i-931-x-aqua-no-frost-439-l-clasa-f.html,362,kWh/an
261,"Combina frigorifica Whirlpool W84BE 72 X 2, Dual No Frost, FreshBox, Tehnologia al Saselea Simt, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147834_2.jpg,Clasa E,5499.99,https://www.flanco.ro/combina-frigorifica-whirlpool-w84be-72-x-2-dual-no-frost-freshbox-tehnologia-al-saselea-simt-clasa-e.html,326,kWh/an
262,"Combina frigorifica Bosch KGB86AIFP, 631 l, Clasa F, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143253_1.jpg,Clasa F,6099.99,https://www.flanco.ro/combina-frigorifica-bosch-kgb86aifp-613-l-clasa-a.html,384,kWh/an
263,"Combina frigorifica Arctic AK60320M30W, 300 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143672_1.jpg,Clasa F,1799.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60320m30w-295-l-clasa-f.html,287,kWh/an
264,"Combina frigorifica Samsung RB38T672CS9/EF, 390 l, Clasa C, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144276_1.jpg,Clasa C,3699,https://www.flanco.ro/combina-frigorifica-samsung-rb38t672cs9-ef-390-l-clasa-c-clasificare-energetica-veche-clasa-a.html,169,kWh/an
265,"Combina frigorifica Indesit INFC9 TI21X, No Frost, 367 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146741_10_1.jpg,Clasa F,2399.99,https://www.flanco.ro/combina-frigorifica-indesit-infc9-ti21x-no-frost-367-l-clasa-f.html,317,kWh/an
266,"Combina frigorifica Samsung Bespoke RB38A6B1DS9/EF, No Frost, 390 l, Clasa D",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/r/b/rb38a6b1ds9_ef_1.jpg,Clasa D,2729.99,https://www.flanco.ro/combina-frigorifica-samsung-bespoke-rb38a6b1ds9-ef-no-frost-390-l-clasa-d.html,211,kWh/an
267,"Combina frigorifica Toshiba GR-RF840WE-PMS, No Frost, 636 l, AlloyCooling, Dual Inverter, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148367_1.jpg,Clasa F,8299.99,https://www.flanco.ro/combina-frigorifica-toshiba-gr-rf840we-pms-no-frost-636-l-alloycooling-dual-inverter-clasa-f.html,432,kWh/an
268,"Combina frigorifica Whirlpool W7 811I W, No Frost, 343 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/d/g/dg201902173.jpg,Clasa F,2599.99,https://www.flanco.ro/combina-frigorifica-whirlpool-w7-811i-w-no-frost-343-l-clasa-f-clasificare-energetica-veche-clasa-a.html,317,kWh/an
269,"Combina frigorifica Whirlpool W9 931D KS, No Frost, 355 l, Clasa D",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/135025_1.jpg,Clasa D,4199.99,https://www.flanco.ro/combina-frigorifica-whirlpool-w9-931d-ks-no-frost-348-l-clasa-d.html,180,kWh/an
270,"Combina frigorifica Bosch KGE39ALCA, 343 l, Clasa C, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140315_6.jpg,Clasa C,3499.99,https://www.flanco.ro/combina-frigorifica-bosch-kge39alca-337-l-clasa-a.html,168,kWh/an
271,"Combina frigorifica Bosch KGN49XIEA, No Frost, 438 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/b/o/bosch_kgn49xiea_1_1.jpg,Clasa E,4899.99,https://www.flanco.ro/combina-frigorifica-bosch-kgn49xiea-no-frost-435-l-clasa-a.html,303,kWh/an
272,"Combina frigorifica Bosch KGN49LBEA, 438 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/141166_2.jpg,Clasa E,5199.99,https://www.flanco.ro/combina-frigorifica-bosch-kgn49lbea-435-l-clasa-a.html,303,kWh/an
273,"Combina frigorifica Bosch KGF39PIDP, 345 l, Clasa D, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/c/o/combina_frigorifica_bosch_kgf39pidp_1.jpg,Clasa D,5199.99,https://www.flanco.ro/combina-frigorifica-bosch-kgf39pidp-343-l-clasa-a.html,180,kWh/an
274,"Combina frigorifica Bosch KGN56XLEA, 505 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143255_1.jpg,Clasa E,5199.99,https://www.flanco.ro/combina-frigorifica-bosch-kgn56xlea-505-l-clasa-a.html,325,kWh/an
275,"Combina frigorifica Bosch KGV39VWEA, 343 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/k/g/kgv39vwea_1.jpg,Clasa E,3099.99,https://www.flanco.ro/combina-frigorifica-bosch-kgv39vwea-342-l-clasa-a.html,237,kWh/an
276,"Combina frigorifica Samsung RB34T600ESA/EF, 340 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/2/124935_2_1.jpg,Clasa E,2199.99,https://www.flanco.ro/combina-frigorifica-samsung-rb34t600esa-ef-340-l-clasa-e.html,256,kWh/an
277,"Combina frigorifica Liebherr CNEF 4015, No Frost, 366 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142335_1.jpg,Clasa E,3899.99,https://www.flanco.ro/combina-frigorifica-liebherr-cnef-4015-no-frost-356-l-clasa-e.html,245,kWh/an
278,"Combina frigorifica Beko RCNA366E40ZXBRN, Neo Frost, 324 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/1438211_.jpg,Clasa E,2699.99,https://www.flanco.ro/combina-frigorifica-beko-rcna366e40zxbrn-neo-frost-324-l-clasa-e.html,249,kWh/an
279,"Combina frigorifica Whirlpool W5 921E OX 2, Less Frost, 372 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144638_1.jpg,Clasa E,2499.99,https://www.flanco.ro/combina-frigorifica-whirlpool-w5-921e-ox-2-less-frost-372-l-clasa-e.html,249,kWh/an
280,"Combina frigorifica Samsung RB38T672ESA/EF, No Frost, 390 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144438_1.jpg,Clasa E,3099.99,https://www.flanco.ro/combina-frigorifica-samsung-rb38t672esa-ef-no-frost-390-l-clasa-e-clasificare-energetica-veche-clasa-a.html,264,kWh/an
281,"Combina frigorifica Hotpoint HA70BI 31 W, No Frost, 462 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144692_1.jpg,Clasa F,2799.99,https://www.flanco.ro/combina-frigorifica-hotpoint-ha70bi-31-w-no-frost-444-l-clasa-f.html,364,kWh/an
282,"Combina frigorifica Indesit LI8 S1E S AQUA, Low Frost, 334 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146736_1.jpg,Clasa F,2099.99,https://www.flanco.ro/combina-frigorifica-indesit-li8-s1e-s-aqua-low-frost-334-l-clasa-f.html,301,kWh/an
283,"Combina frigorifica Indesit LI7 SN1E X, No Frost, 295 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146738_1.jpg,Clasa F,2049.99,https://www.flanco.ro/combina-frigorifica-indesit-li7-sn1e-x-no-frost-295-l-clasa-f.html,301,kWh/an
284,"Combina frigorifica Hotpoint HAFC8 TI21SX, No Frost, 335 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146743_12_1.jpg,Clasa F,2499.99,https://www.flanco.ro/combina-frigorifica-hotpoint-hafc8-ti21sx-no-frost-335-l-clasa-f.html,315,kWh/an
285,"Combina frigorifica Hotpoint HAFC9 TI32SX, No Frost, 367 l, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146745_4.jpg,Clasa E,2649.99,https://www.flanco.ro/catalog/product/view/id/187757/s/combina-frigorifica-indesit-hafc9-ti32sx-no-frost-367-l-clasa-e/category/65/,254,kWh/an
286,"Combina frigorifica Whirlpool WB70I 952 X AQUA, No Frost, 457 l, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146760_2.jpg,Clasa E,3199.99,https://www.flanco.ro/combina-frigorifica-whirlpool-wb70i-952-x-aqua-no-frost-457-l-clasa-e.html,290,kWh/an
287,"Combina frigorifica Indesit INFC9 TO32X, No Frost, 367 l, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/c/o/combina_indesit_1.jpg,Clasa E,2299.99,https://www.flanco.ro/combina-frigorifica-indesit-infc9-to32x-no-frost-367-l-clasa-e.html,254,kWh/an
288,"Combina frigorifica Whirlpool W5 711E W 1, Less Frost, 308 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147830_1.jpg,Clasa F,2299.99,https://www.flanco.ro/combina-frigorifica-whirlpool-w5-711e-w-1-less-frost-308-l-clasa-f.html,291,kWh/an
289,"Combina frigorifica Toshiba GR-RF692WE-PMJ, No Frost, 535 l, AlloyCooling, Dual Inverter, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/148366_1.jpg,Clasa E,7499.99,https://www.flanco.ro/combina-frigorifica-toshiba-gr-rf692we-pmj-no-frost-535-l-alloycooling-dual-inverter-clasa-e.html,314,kWh/an
290,"Combina frigorifica NF LG GBB72NSUGN, 384 l, LINEARCooling, DoorCooling+, FRESHBalancer, FRESHConverter, Compresor Smart inverter, SmartThinQ, H 203 cm, Clasa D",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/g/b/gbb72nsugn_1_1.jpg,Clasa D,4521.99,https://www.flanco.ro/combina-frigorifica-nf-lg-gbb72nsugn-384-l-clasa-d.html,215,kWh/an
291,"Combina frigorifica Bosch MultiDoor KFF96PIEP, 573 l, No Frost, FreshSense, Airfresh Filter, Super Cooling, MultiAirflow, Home Connect, Dezghetare automata, Argintiu, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/k/f/kff96piep_1.jpg,Clasa E,14999.99,https://www.flanco.ro/combina-frigorifica-bosch-multidoor-kff96piep-573-l-no-frost-freshsense-airfresh-filter-super-cooling-multiairflow-home-connect-dezghetare-automata-argintiu-clasa-e.html,333,kWh/an
292,"Combina frigorifica Bosch MultiDoor KFN96VPEA, No Frost, Super Cooling, MultiAirflow, Fresh Sense, Functia Vacanta, Tehnologie cu invertor inteligent, Argintiu, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/k/f/kfn96vpea.jpg,Clasa E,7999.99,https://www.flanco.ro/combina-frigorifica-multidoor-kfn96vpea-no-frost-super-cooling-multiairflow-fresh-sense-functia-vacanta-tehnologie-cu-invertor-inteligent-argintiu-clasa-e.html,333,kWh/an
293,"Combina frigorifica Bosch KGN39AIEQ, No Frost, 368 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/k/g/kgn39aieq_2.jpg,Clasa E,4149.99,https://www.flanco.ro/combina-frigorifica-bosch-kgn39aieq-no-frost-366-l-clasa-a.html,273,kWh/an
294,"Combina frigorifica Bosch KGF56PIDP, 483 l, Clasa D, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143250_1.jpg,Clasa D,6799.99,https://www.flanco.ro/combina-frigorifica-bosch-kgf56pidp-480-l-clasa-a.html,216,kWh/an
295,"Combina frigorifica Bosch KGN86AIDP, 631 l, Clasa D, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143252_1.jpg,Clasa D,6199.99,https://www.flanco.ro/combina-frigorifica-bosch-kgn86aidp-619-l-clasa-a.html,246,kWh/an
296,"Combina frigorifica Bosch KGN397LEP, 368 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143257_1.jpg,Clasa E,4499.99,https://www.flanco.ro/combina-frigorifica-bosch-kgn397lep-366-l-clasa-a.html,273,kWh/an
297,"Combina frigorifica Bosch KGN39VWEP, 368 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143258_1.jpg,Clasa E,3899.99,https://www.flanco.ro/combina-frigorifica-bosch-kgn39vwep-366-l-clasa-a.html,273,kWh/an
298,"Combina frigorifica Bosch KGN39IJEA, 366 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143264_1.jpg,Clasa E,4399.99,https://www.flanco.ro/combina-frigorifica-bosch-kgn39ijea-366-l-clasa-a.html,238,kWh/an
299,"Combina frigorifica Liebherr CNBE 4015, No Frost, 366 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142336_1.jpg,Clasa E,3499.99,https://www.flanco.ro/combina-frigorifica-liebherr-cnbe-4015-no-frost-366-l-clasa-e-clasificare-energetica-veche-clasa-a.html,245,kWh/an
300,"Combina frigorifica Beko RCNE560E40ZXBRN, Neo Frost, 514 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143893_1.jpg,Clasa E,2879.99,https://www.flanco.ro/combina-frigorifica-beko-rcne560e40zxbrn-neo-frost-514-l-clasa-e-clasificare-energetica-veche-clasa-a.html,304,kWh/an
301,"Combina frigorifica Beko RCNA406E60XBN, Neo Frost, 362 l, Clasa C (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/r/c/rcna406e60xbn_-_front_inchis.jpg,Clasa C,3399.99,https://www.flanco.ro/combina-frigorifica-beko-rcna406e60xbn-neo-frost-362-l-clasa-c.html,171,kWh/an
302,"Combina frigorifica Beko RCNA406E61ZXBHN, Neo Frost, 362 l, Clasa C (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/r/c/rcna406e61zxbhn-1.jpg,Clasa C,2549.99,https://www.flanco.ro/combina-frigorifica-beko-rcna406e61zxbhn-neo-frost-362-l-clasa-c.html,171,kWh/an
303,"Combina frigorifica Beko RCNE720E30DXPN, Neo Frost, 611 l, Clasa F, (Clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144043_1.jpg,Clasa F,4149.99,https://www.flanco.ro/combina-frigorifica-beko-rcne720e30dxpn-neo-frost-586-l-clasa-f.html,414,kWh/an
304,"Combina frigorifica Samsung RB36T672CS9/EF, 365 l, Clasa C, (Clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142933_1.jpg,Clasa C,3299.99,https://www.flanco.ro/combina-frigorifica-samsung-rb36t672cs9-ef-365-l-clasa-c-clasificare-energetica-veche-clasa-a.html,166,kWh/an
305,"Combina frigorifica Whirlpool W9 921D OX 2, No Frost, 355 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144644_1.jpg,Clasa E,3549.99,https://www.flanco.ro/combina-frigorifica-whirlpool-w9-921d-ox-2-no-frost-355-l-clasa-e-clasificare-energetica-veche-clasa-a.html,247,kWh/an
306,"Combina frigorifica Arctic AK60366E40NFMT, Full No Frost, 324 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144675_1.jpg,Clasa E,2249.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60366e40nfmt-full-no-frost-324-l-clasa-e.html,249,kWh/an
307,"Combina frigorifica Liebherr CU 331, SmartFrost, 296 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/145148_1.jpg,Clasa F,2049.99,https://www.flanco.ro/combina-frigorifica-liebherr-cu-331-smartfrost-296-l-clasa-f.html,280,kWh/an
