Id,Denumire,Categorie,Imagine,Clasa_Eenergetica,Pret,Url,Consum_energetic,UM
177,"Televizor Smart OLED, LG OLED65C12LA, 164 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146233-1.jpg,Clasa G,11499.99,https://www.flanco.ro/televizor-smart-oled-lg-oled65c12la-164-cm-ultra-hd-4k.html,0.126,kWh
178,"Televizor Smart OLED, Sony BRAVIA XR 65A80J, 164 cm, Smart Google TV, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146295-1_1.jpg,Clasa G,14998.99,https://www.flanco.ro/televizor-smart-oled-sony-bravia-xr-65a80j-164-cm-smart-google-tv-ultra-hd-4k.html,0.137,kWh
179,"Televizor Smart OLED, Sony BRAVIA XR 77A80J, 195 cm, Smart Google TV, Ultra HD 4K",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146295-1_2.jpg,Clasa G,22999.99,https://www.flanco.ro/televizor-smart-oled-sony-bravia-xr-77a80j-195-cm-smart-google-tv-ultra-hd-4k.html,0.187,kWh
180,"Televizor Smart QLED, Samsung The Frame 43LS03A, 108 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146483_2_3.jpg,Clasa G,3299.99,https://www.flanco.ro/televizor-smart-qled-samsung-the-frame-43ls03a-108-cm-ultra-hd-4k.html,0.073,kWh
181,"Televizor Smart LED, LG 75NANO863PA, 191 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/7/5/75nano863pa_1.jpg,Clasa G,6999.99,https://www.flanco.ro/televizor-smart-led-lg-75nano863pa-191-cm-ultra-hd-4k.html,0.13,kWh
182,"Televizor Smart LED, Sony 75X81J, 189 cm, Ultra HD 4K, Google TV",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146415-1_3.jpg,Clasa G,8499.99,https://www.flanco.ro/televizor-smart-led-sony-75x81j-189-cm-ultra-hd-4k-google-tv.html,0.16,kWh
183,"Televizor Smart OLED, LG OLED65C11LB, 164 cm, Ultra HD 4K, Clasa G",TELEVIZOARE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146853-1_2.jpg,Clasa G,7099.99,https://www.flanco.ro/televizor-smart-oled-lg-oled65c11lb-164-cm-ultra-hd-4k.html,0.126,kWh
184,"Aragaz electric Beko FSM58301XCDT, Plita inductie, Grill, 3 zone de gatit, Autocuratare catalitica, 8 functii gatire, 3D Cooking, Booster, SteamShine, Argintiu, Clasa A ",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/f/s/fsm58301xcdt.jpg,Clasa A,2099.99,https://www.flanco.ro/aragaz-electric-beko-fsm58301xcdt-plita-inductie-grill-3-zone-de-gatit-autocuratare-catalitica-8-functii-gatire-3d-cooking-booster-steamshine-argintiu-clasa-a.html,0.92,kWh/ciclu
185,"Aragaz electric Beko FSM 69301 XCT, Plita inductie, Grill, 3 zone de gatit, Autocuratare catalitica, 8 functii gatire, 3D Cooking, Booster, SteamShine, Argintiu, Clasa A ",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/f/s/fsm69301xct.jpg,Clasa A,3699.99,https://www.flanco.ro/aragaz-electric-beko-fsm-69301-xct-plita-inductie-grill-3-zone-de-gatit-autocuratare-catalitica-8-functii-gatire-3d-cooking-booster-steamshine-argintiu-clasa-a.html,0.99,kWh/ciclu
186,"Aragaz mixt Beko FSE62110DX, Cuptor electric, Grill, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/1/117040_1.jpg,Clasa A,1749.99,https://www.flanco.ro/aragaz-mixt-beko-fse62110dx-cuptor-electric-grill-4-arzatoare.html,0.91,kWh/ciclu
187,"Aragaz mixt Hansa FCMX582509, Cuptor electric, Rotisor, Grill, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/f/c/fcmx582509_hansa.jpg,Clasa A,1199.99,https://www.flanco.ro/aragaz-mixt-hansa-fcmx582509-cuptor-electric-rotisor-grill-4-arzatoare.html,0.99,kWh/ciclu
188,"Aragaz mixt Hansa FCMW56069, Cuptor electric, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/135854_1.jpg,Clasa A,929.99,https://www.flanco.ro/aragaz-mixt-hansa-fcmw56069-cuptor-electric-4-arzatoare.html,0.99,kWh/ciclu
189,"Aragaz mixt Beko FSE52120DWO, Cuptor electric, Grill, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/f/s/fse52120dwo.jpg,Clasa A,1599.99,https://www.flanco.ro/aragaz-mixt-beko-fse52120dwo-cuptor-electric-grill-4-arzatoare.html,0.88,kWh/ciclu
190,"Aragaz mixt Arctic AEM5611DTLA, Cuptor electric, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/135561_1.jpg,Clasa A,1299.99,https://www.flanco.ro/aragaz-mixt-arctic-aem5611dtla-cuptor-electric-4-arzatoare.html,0.91,kWh/ciclu
191,"Aragaz mixt Beko FSMT52320DXO, Cuptor electric, Grill, Rotisor, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/140592_d1.jpg,Clasa A,1799.99,https://www.flanco.ro/aragaz-mixt-beko-fsmt52320dxo-cuptor-electric-grill-rotisor-4-arzatoare.html,0.91,kWh/ciclu
192,"Aragaz mixt Beko FSE62134DCR, Cuptor electric, Grill, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/2/124628.jpg,Clasa A,1969.99,https://www.flanco.ro/aragaz-mixt-beko-fse62134dcr-cuptor-electric-grill-4-arzatoare.html,0.88,kWh/ciclu
193,"Aragaz mixt Electrolux LKK660200K, 4 arzatoare, Grill, Aprindere electrica, Negru, Clasa A",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/l/k/lkk660200k.jpg,Clasa A,2099.99,https://www.flanco.ro/aragaz-mixt-electrolux-lkk660200k-4-arzatoare-grill-aprindere-electrica-negru-clasa-a.html,0.84,kWh/ciclu
194,"Aragaz Bosch HXN39AD50, Cuptor electric, 4 arzatoare gaz, Clasa A",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/2/127085_1.jpg,Clasa A,2749.99,https://www.flanco.ro/aragaz-bosch-hxn39ad50-cuptor-electric-4-arzatoare-gaz-clasa-a.html,0.98,kWh/ciclu
195,"Aragaz mixt Beko FSM52330DAO, Cuptor electric, Grill, 4 arzatoare, Clasa A",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/f/s/fsm52330dao-1.jpg,Clasa A,1849.99,https://www.flanco.ro/aragaz-mixt-beko-fsm52330dao-cuptor-electric-grill-4-arzatoare-clasa-a.html,0.88,kWh/ciclu
196,"Aragaz mixt Arctic ACM5611DTL, Cuptor electric, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/135562_1.jpg,Clasa A,1299.99,https://www.flanco.ro/aragaz-mixt-arctic-acm5611dtl-cuptor-electric-4-arzatoare.html,0.99,kWh/ciclu
197,"Aragaz mixt Whirlpool ACMT 6332/WH, 4 arzatoare, Cuptor electric, Grill, 60 cm",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/0/107602_2.jpg,Clasa A,3499.99,https://www.flanco.ro/aragaz-mixt-whirlpool-acmt-6332-wh-4-arzatoare-cuptor-electric-grill-60-cm.html,0.77,kWh/ciclu
198,"Aragaz mixt Beko GM15325DX, 7 functii de gatit, Cuptor electric, Autocuratare catalitica",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/g/m/gm15325dx.jpg,Clasa A,3299.99,https://www.flanco.ro/aragaz-mixt-beko-gm15325dx-7-functii-de-gatit-cuptor-electric-autocuratare-catalitica.html,0.99,kWh/ciclu
199,"Aragaz mixt Bosch HXN39BD50, Cuptor electric, 4 arzatoare, Clasa A",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/2/127084_1.jpg,Clasa A,2899.99,https://www.flanco.ro/aragaz-mixt-bosch-hxn39bd50-cuptor-electric-4-arzatoare-clasa-a.html,0.98,kWh/ciclu
200,"Aragaz mixt Electrolux LKK660201X, Cuptor electric, Grill, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147555_1.jpg,Clasa A,2199.9,https://www.flanco.ro/aragaz-mixt-electrolux-lkk660201x-cuptor-electric-grill-4-arzatoare.html,0.84,kWh/ciclu
201,"Aragaz mixt Whirlpool WS5G8CHX/E, Cuptor electric, 4 arzatoare",ARAGAZURI,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147849_1.jpg,Clasa A,2099.99,https://www.flanco.ro/aragaz-mixt-whirlpool-ws5g8chx-e-cuptor-electric-4-arzatoare.html,0.76,kWh/ciclu
202,"Combina frigorifica Arctic AK54305M30W, 291 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144035_2.jpg,Clasa F,1599.99,https://www.flanco.ro/combina-frigorifica-arctic-ak54305m30w-291-l-clasa-f.html,283,kWh/an
203,"Combina frigorifica Beko RCNA406I40XBN, 362 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143221_1.jpg,Clasa E,3999.99,https://www.flanco.ro/combina-frigorifica-beko-rcna406i40xbn-362-l-clasa-e.html,258,kWh/an
204,"Combina frigorifica Arctic AK60360M30W, 339 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142969__7.jpg,Clasa F,2999.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60360m30w-334-l-clasa-f.html,292,kWh/an
205,"Combina frigorifica Whirlpool W5 811E W 1, Less Frost, 339 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144639_2.jpg,Clasa F,2049.99,https://www.flanco.ro/combina-frigorifica-whirlpool-w5-811e-w-1-less-frost-339-l-clasa-f.html,301,kWh/an
206,"Combina frigorifica Beko RCSA366K40WN, 343 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143889_2.jpg,Clasa E,1699.99,https://www.flanco.ro/combina-frigorifica-beko-rcsa366k40wn-343-l-clasa-e.html,243,kWh/an
207,"Combina frigorifica Samsung RB36T675ESA/EF, 365 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142592_1.jpg,Clasa E,2499.99,https://www.flanco.ro/combina-frigorifica-samsung-rb36t675esa-ef-365-l-clasa-e-clasificare-energetica-veche-clasa-a.html,260,kWh/an
208,"Combina frigorifica Arctic AK54270M30W, 262 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143800_1.jpg,Clasa F,1299.99,https://www.flanco.ro/combina-frigorifica-arctic-ak54270m30w-262-l-clasa-f.html,275,kWh/an
209,"Combina frigorifica Hotpoint HAFC9 TO32SK, No Frost, 367 l, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146746_2.jpg,Clasa E,2799.99,https://www.flanco.ro/combina-frigorifica-hotpoint-hafc9-to32sk-no-frost-367-l-clasa-e.html,254,kWh/an
210,"Combina frigorifica Arctic AK54305M30MT, 291 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143949_1.jpg,Clasa F,1749.99,https://www.flanco.ro/combina-frigorifica-arctic-ak54305m30mt-291-l-clasa-f.html,283,kWh/an
211,"Combina frigorifica Beko RCSA406K40XBN, 386 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144672_1.jpg,Clasa E,2099.99,https://www.flanco.ro/combina-frigorifica-beko-rcsa406k40xbn-386-l-clasa-e.html,254,kWh/an
212,"Combina frigorifica Indesit LI9 S1E S, 372 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/l/i/li9_s1e_s_2.jpg,Clasa F,1999.99,https://www.flanco.ro/combina-frigorifica-indesit-li9-s1e-s-372-l-clasa-f.html,311,kWh/an
213,"Combina frigorifica Indesit LI9 S1E W, 372 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/l/i/li9_s1e_w.jpg,Clasa F,1949.99,https://www.flanco.ro/combina-frigorifica-indesit-li9-s1e-w-372-l-clasa-f.html,306,kWh/an
214,"Combina frigorifica Arctic AK60350M30W, 331 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143904_1.jpg,Clasa F,2099.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60350m30w-331-l-clasa-f.html,301,kWh/an
215,"Combina frigorifica Arctic AK60366M40NF, 324 l, Clasa E, (Clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143196_4.jpg,Clasa E,3349.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60366m40nf-324-l-clasa-e.html,249,kWh/an
216,"Combina frigorifica Beko RCNA406E40ZXBN, Neo Frost, 362 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143791_1.jpg,Clasa E,2799.99,https://www.flanco.ro/combina-frigorifica-beko-rcna406e40zxbn-neo-frost-362-l-clasa-e.html,249,kWh/an
217,"Combina frigorifica Arctic AK60406M40NFW, Full No Frost, 362 l, Clasa E (Clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143900_3.jpg,Clasa E,2299.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60406m40nfw-full-no-frost-362-l-clasa-e.html,258,kWh/an
218,"Combina frigorifica Beko RCSA406K40WRN, 386 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144697_1.jpg,Clasa E,1699.99,https://www.flanco.ro/combina-frigorifica-beko-rcsa406k40wrn-386-l-clasa-e.html,254,kWh/an
219,"Combina frigorifica Samsung RB33J3830SA/EO, 338 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142161_1.jpg,Clasa F,2599.99,https://www.flanco.ro/combina-frigorifica-samsung-rb33j3830sa-eo-338-l-clasa-f-clasificare-energetica-veche-clasa-a.html,317,kWh/an
220,"Combina frigorifica Hotpoint HA70BE 31 X, No Frost, 462 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144516_1.jpg,Clasa F,2999.99,https://www.flanco.ro/combina-frigorifica-hotpoint-ha70be-31-x-no-frost-462-l-clasa-f.html,364,kWh/an
221,"Combina frigorifica Beko RCNA366E40ZXBN, Neo Frost, 324 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/r/c/rcna366e40zxbn.jpg,Clasa E,2499.99,https://www.flanco.ro/combina-frigorifica-beko-rcna366e40zxbn-neo-frost-324-l-clasa-e.html,349,kWh/an
222,"Combina frigorifica Arctic AK60406M40NFMT, Full No Frost, 362 l, Clasa E, (Clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144194_1.jpg,Clasa E,2199.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60406m40nfmt-full-no-frost-362-l-clasa-e.html,358,kWh/an
223,"Combina frigorifica Beko RCSA406K40DWN, 386 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144673_1.jpg,Clasa E,2299.99,https://www.flanco.ro/combina-frigorifica-beko-rcsa406k40dwn-386-l-clasa-e.html,254,kWh/an
224,"Combina frigorifica Beko RCNA406E40DZWN, 362 l, Clasa E (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143660_3.jpg,Clasa E,2699.99,https://www.flanco.ro/combina-frigorifica-beko-rcna406e40dzwn-362-l-clasa-e.html,258,kWh/an
225,"Combina frigorifica Arctic AK60350M30MT, 331 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/a/k/ak60350m30mt-1.jpg,Clasa F,2299.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60350m30mt-331-l-clasa-f.html,301,kWh/an
226,"Combina frigorifica Arctic AK60406E40NFMT, 362 l, Clasa E (Clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143581_1.jpg,Clasa E,2199.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60406e40nfmt-362-l-clasa-e.html,258,kWh/an
227,"Combina frigorifica Whirlpool W5 911E W 1, Less Frost, 372 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144640_1.jpg,Clasa F,2329.99,https://www.flanco.ro/combina-frigorifica-whirlpool-w5-911e-w-1-less-frost-372-l-clasa-f.html,311,kWh/an
228,"Combina frigorifica Samsung RB33J3030SA/EO, 328 l, Clasa F, (Clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/141377_1.jpg,Clasa F,1999.99,https://www.flanco.ro/combina-frigorifica-samsung-rb33j3030sa-eo-328-l-clasa-f.html,280,kWh/an
229,"Combina frigorifica Arctic AK54305M30NFMT, Full No Frost, 266 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143760_1.jpg,Clasa F,1699.99,https://www.flanco.ro/combina-frigorifica-arctic-ak54305m30nfmt-full-no-frost-266-l-clasa-f.html,282,kWh/an
230,"Combina frigorifica Samsung RB31FERNDSA/EO, 339 l, Clasa F",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/141425_1.jpg,Clasa F,2099.99,https://www.flanco.ro/combina-frigorifica-samsung-rb31ferndsa-eo-339-l-clasa-f.html,317,kWh/an
231,"Combina frigorifica Beko RCSA366K40XBN, 343 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143822_1.jpg,Clasa E,2199.99,https://www.flanco.ro/combina-frigorifica-beko-rcsa366k40xbn-343-l-clasa-e.html,243,kWh/an
232,"Combina frigorifica Whirlpool W7 911I OX, No Frost, 371 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/3/135416_1.jpg,Clasa F,2599.99,https://www.flanco.ro/combina-frigorifica-whirlpool-w7-911i-ox-no-frost-371-l-clasa-f.html,317,kWh/an
233,"Combina frigorifica Samsung RB31HSR2DWW/EO, 339 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142617_1.jpg,Clasa F,2249.99,https://www.flanco.ro/combina-frigorifica-samsung-rb31hsr2dww-eo-339-l-clasa-f-clasificare-energetica-veche-clasa-a.html,317,kWh/an
234,"Combina frigorifica Arctic AK60320M30MT, 300 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143673_1.jpg,Clasa F,1649.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60320m30mt-295-l-clasa-f.html,287,kWh/an
235,"Combina frigorifica Beko RCNA366K40XBN, Neo Frost, 324 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143984_2.jpg,Clasa E,1699.99,https://www.flanco.ro/combina-frigorifica-beko-rcna366k40xbn-neo-frost-324-l-clasa-e.html,249,kWh/an
236,"Combina frigorifica LG GBP32DSLZN, No Frost, 384 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/g/b/gbp32dslzn_11.jpg,Clasa E,2549.99,https://www.flanco.ro/combina-frigorifica-lg-gbp32dslzn-no-frost-384-l-clasa-e.html,257,kWh/an
237,"Combina frigorifica Arctic AK60360M30MT, 339 l, Clasa F, (clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143148_1.jpg,Clasa F,3049.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60360m30mt-334-l-clasa-f.html,292,kWh/an
238,"Combina frigorifica LG GBF567PZCMB, Total No Frost, 461 l, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/146128_1_1.jpg,Clasa E,3149.99,https://www.flanco.ro/combina-frigorifica-lg-gbf567pzcmb-total-no-frost-461-l-clasa-e.html,282,kWh/an
239,"Combina frigorifica Samsung RL435ERBAS8/EO, No Frost, 462 l, All Around Cooling, Digital Inverter, Clasa E",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/147790_1.jpg,Clasa E,3499.99,https://www.flanco.ro/combina-frigorifica-samsung-bespoke-rl435erbas8-eo-no-frost-462-l-all-around-cooling-digital-inverter-clasa-e.html,290,kWh/an
240,"Combina frigorifica LG GBB61PZHMN, No Frost, 341 l, Clasa E, (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144297_1.jpg,Clasa E,2799.99,https://www.flanco.ro/combina-frigorifica-lg-gbb61pzhmn-no-frost-341-l-clasa-e.html,253,kWh/an
241,"Combina frigorifica LG GBB72MCEGN, 384 l, NatureFRESH, LINEARCooling, DoorCooling+, FRESHBalancer, FRESHConverter, Smart Diagnosis, Usi reversibile, H 203cm, Clasa D",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/g/b/gbb72mcegn.jpg,Clasa D,2699.99,https://www.flanco.ro/combina-frigorifica-lg-gbb72mcegn-384-l-naturefresh-linearcooling-doorcooling-freshbalancer-freshconverter-smart-diagnosis-usi-reversibile-h-203cm-clasa-d.html,215,kWh/an
242,"Combina frigorifica Samsung RB38T602CSA/EF, 385 l, Clasa C, (clasificare energetica veche Clasa A+++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/142938_1.jpg,Clasa C,2779.99,https://www.flanco.ro/combina-frigorifica-samsung-rb38t602csa-ef-385-l-clasa-c.html,180,kWh/an
243,"Combina frigorifica Beko RCNA386E40ZXBN, Neo Frost, 358 l, Clasa E (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143725_2.jpg,Clasa E,2149.99,https://www.flanco.ro/combina-frigorifica-beko-rcna386e40zxbn-neo-frost-358-l-clasa-e.html,263,kWh/an
244,"Combina frigorifica Samsung RB31FERNDBC/EO, No Frost, 310 l, Clasa F, (Clasificare energetica veche Clasa A+)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/r/b/rb31ferndbceo-1.jpg,Clasa F,2149.99,https://www.flanco.ro/combina-frigorifica-samsung-rb31ferndbc-eo-no-frost-310-l-clasa-f.html,280,kWh/an
245,"Combina frigorifica Beko RCNE560E40DZXBN, 510 l, Clasa E (clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143201_1.jpg,Clasa E,5699.99,https://www.flanco.ro/combina-frigorifica-beko-rcne560e40dzxbn-497-l-clasa-e.html,303,kWh/an
246,"Combina frigorifica Bosch KGV58VLEAS, 503 l, Clasa E, (clasificare energetica veche Clasa A++",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/143260_1.jpg,Clasa E,2949.99,https://www.flanco.ro/combina-frigorifica-bosch-kgv58vleas-500-l-clasa-a.html,292,kWh/an
247,"Combina frigorifica Arctic AK60406E40NFW, Full No Frost, 362 l, Clasa E, (Clasificare energetica veche Clasa A++)",APARATE FRIGORIFICE,https://www.flanco.ro/media/catalog/product/cache/e53d4628cd85067723e6ea040af871ec/1/4/144361_3.jpg,Clasa E,2599.99,https://www.flanco.ro/combina-frigorifica-arctic-ak60406e40nfw-full-no-frost-362-l-clasa-e.html,258,kWh/an
